T_degC,Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
6.088,34.3003,0.292,517,3824.0,10.0,17.5,15.0,Continuous blowing snow,Stratus,10/10,4km to 10km
9.21,34.204,1.56,169,629.0,13.0,14.5,12.5,Clear,,Zero,10km to 20km
7.28,34.132,1.07,301,4396.0,4.0,13.3,12.1,,,,
12.04,33.528,4.33,40,327.0,8.0,16.1,13.0,,,,
10.8,33.415,5.19,70,720.0,17.0,12.7,11.0,Partly Cloudy,Cumulus,2/10 to 3/10,10km to 20km
9.58,33.9861,2.295,170,1180.0,4.0,19.8,19.0,,,,
12.403,33.5333,,10,32.0,1.0,14.8,10.4,,,,
12.69,33.673,5.0,50,78.0,19.0,16.0,14.1,,,,
13.73,33.487,5.68,50,895.0,6.0,16.3,14.7,Clear,,Zero,20km to 50km
11.41,33.29,5.06,138,4015.0,,,,,,,
6.57,34.178,0.77,400,3927.0,9.0,15.1,13.8,Partly Cloudy,Cumulus,4/10,20km to 50km
13.67,33.1,6.03,62,4589.0,17.0,14.9,14.0,Clear,,Zero,Less than 50m
8.2,33.914,3.46,250,4224.0,19.0,16.7,15.0,,,,
10.99,33.369,4.88,86,1349.0,3.0,17.1,17.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
13.61,33.443,6.99,17,17.0,4.0,19.9,18.2,,,,
18.27,33.44,5.88,0,579.0,5.0,16.5,16.4,,,,
16.681,33.6213,5.714,10,1815.0,13.0,17.1,16.0,Continuous blowing snow,Stratus,10/10,10km to 20km
6.15,34.068,1.37,400,4078.0,23.0,16.0,15.0,,,,
11.16,33.55,4.24,30,104.0,11.0,18.1,14.7,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
8.627,33.902,2.976,201,4043.0,9.0,15.9,14.9,Clear,,Zero,20km to 50km
9.71,33.802,3.23,125,165.0,10.0,17.1,15.3,Continuous blowing snow,Stratus,10/10,4km to 10km
14.52,33.415,5.6,36,64.0,6.0,19.5,18.9,Clear,,Zero,20km to 50km
9.68,33.665,3.53,109,4139.0,14.0,14.8,12.9,Clear,,Zero,50km or more
9.73,33.905,2.63,85,940.0,7.0,15.3,14.2,,,,
6.2,34.241,0.59,506,1188.0,9.0,15.3,13.9,Partly Cloudy,Cirrus,2/10 to 3/10,4km to 10km
10.31,33.444,4.56,125,4180.0,22.0,13.4,11.5,,,,
17.692,32.9748,5.534,3,4348.0,38.0,17.0,16.1,,,,
15.13,33.241,5.98,50,1817.0,11.0,17.0,16.0,,,,
7.3,34.148,1.1,314,1010.0,28.0,13.6,12.6,Rain,Nimbostratus,10/10,2km to 4km
14.16,32.97,5.97,2,3961.0,21.0,14.5,13.5,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
7.96,34.043,2.03,228,4109.0,2.0,12.0,11.0,,,,
7.769,34.2602,0.742,321,575.0,2.0,16.3,14.4,,,,
13.04,33.058,5.7,70,926.0,22.0,17.0,15.8,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
16.9,33.237,5.3,10,37.0,15.0,15.5,13.1,,,,
10.74,33.692,3.53,106,387.0,,,,,,,
10.75,33.521,3.87,50,143.0,12.0,17.3,14.2,Partly Cloudy,Cirrostratus,1/10 or less but not zero,10km to 20km
10.087,33.6466,4.137,150,4022.0,20.0,14.2,12.2,,,,
9.18,33.899,3.1,183,3677.0,18.0,15.0,14.3,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
11.22,33.319,5.06,75,1219.0,8.0,15.7,15.0,Partly Cloudy,Stratocumulus,1/10 or less but not zero,10km to 20km
8.1,33.926,3.06,169,4018.0,0.0,15.3,13.6,Partly Cloudy,Cumulonimbus,5/10,4km to 10km
9.903,33.7041,3.236,85,1211.0,18.0,14.8,12.2,Partly Cloudy,Stratocumulus,4/10,1km to 2km
10.031,33.759,3.464,86,718.0,25.0,12.1,11.9,,,,
11.874,33.5648,3.696,84,959.0,8.0,15.5,14.7,Continuous blowing snow,Altostratus,9/10 or more but not 10/10,4km to 10km
8.68,33.914,3.03,206,4093.0,7.0,16.8,15.2,Continuous blowing snow,Stratus,10/10,10km to 20km
4.14,34.428,0.31,900,3870.0,11.0,11.7,9.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
9.546,34.0009,2.093,125,3768.0,25.0,15.5,14.5,Continuous blowing snow,Stratus,10/10,10km to 20km
13.712,33.5779,6.808,11,34.0,6.0,14.7,14.1,,,,
10.86,33.81,3.41,60,77.0,21.0,14.5,13.0,,,,
7.07,34.26,0.76,377,1493.0,5.0,18.7,16.4,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
9.69,33.42,4.43,108,,3.0,18.0,18.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
5.84,34.195,0.6,500,3581.0,13.0,18.4,15.1,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
7.555,34.2579,0.625,380,1177.0,11.0,22.0,17.4,,,,
6.87,34.231,0.82,400,1163.0,18.0,17.7,16.3,,,,
6.614,34.3001,0.376,500,660.0,8.0,19.2,17.9,Partly Cloudy,Stratus,6/10,4km to 10km
11.85,33.654,3.95,51,2210.0,14.0,15.7,14.2,,,,
16.27,33.269,5.92,30,2253.0,22.0,17.8,15.9,Partly Cloudy,Stratocumulus,5/10,10km to 20km
13.88,33.337,6.16,10,23.0,4.0,21.5,15.0,Clear,,Zero,20km to 50km
16.56,33.321,6.21,20,36.0,6.0,20.6,19.1,Partly Cloudy,Altostratus,4/10,20km to 50km
7.96,34.232,1.12,300,631.0,15.0,16.8,14.6,Clear,,Zero,4km to 10km
12.57,33.599,6.76,1,93.0,5.0,13.2,12.1,,,,
15.093,33.5768,5.841,0,16.0,3.0,15.4,14.9,Continuous blowing snow,Stratus,10/10,2km to 4km
16.47,33.2,,0,39.0,3.0,15.6,13.9,,,,
8.95,34.106,2.18,229,895.0,3.0,17.7,17.0,,,,
9.959,34.2462,1.331,230,619.0,5.0,19.9,17.1,Clear,,Zero,20km to 50km
12.46,33.555,4.75,50,121.0,3.0,16.8,14.9,Partly Cloudy,Cirrocumulus,6/10,20km to 50km
10.914,33.5064,3.686,75,750.0,9.0,13.2,12.1,,,,
7.69,34.136,1.68,269,1655.0,9.0,15.0,13.0,,,,
12.98,33.637,5.44,10,244.0,14.0,12.5,12.3,Fog,,10/10,50m to 200m
11.055,33.5632,3.696,70,1177.0,5.0,16.7,15.4,,,,
19.23,33.232,5.4,1,3818.0,12.0,20.1,19.5,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
14.31,33.377,6.27,9,610.0,7.0,14.1,12.0,,,,
8.8,34.002,2.62,140,1662.0,9.0,17.8,15.1,,,,
9.83,33.854,2.3,100,915.0,14.0,11.5,10.6,,,,
6.93,34.238,0.62,378,4261.0,12.0,17.5,13.5,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
6.275,34.2961,0.312,515,3936.0,15.0,19.0,17.0,,,,
13.55,33.461,5.52,20,30.0,,,,,,,
12.44,33.583,4.79,40,1181.0,16.0,18.0,16.5,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
9.24,33.739,3.02,117,570.0,10.0,14.1,13.0,,,,
12.05,33.5414,4.631,60,1603.0,18.0,16.1,15.1,Partly Cloudy,Stratus,9/10 or more but not 10/10,2km to 4km
6.24,34.091,1.4,456,4182.0,13.0,18.0,14.6,,,,
11.6,33.208,5.18,137,4164.0,11.0,16.8,15.0,,,,
14.22,33.423,6.89,2,,3.0,15.0,12.8,Continuous blowing snow,Stratus,10/10,4km to 10km
6.86,34.303,0.33,479,817.0,6.0,17.0,15.5,Clear,,Zero,Less than 50m
7.95,34.248,0.94,300,1642.0,15.0,15.0,15.0,Continuous blowing snow,Stratus,10/10,10km to 20km
8.09,33.948,3.63,229,4018.0,6.0,18.5,17.6,,,,
9.803,33.7115,3.44,150,3800.0,15.0,15.1,13.3,,,,
6.81,34.195,0.96,400,1205.0,10.0,18.9,17.9,,,,
13.39,33.171,5.91,54,3809.0,20.0,16.3,15.8,Continuous blowing snow,Altocumulus,10/10,2km to 4km
5.71,34.251,0.43,500,3708.0,20.0,17.7,15.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
15.91,33.5,5.88,80,4227.0,24.0,18.0,17.0,,,,
14.14,33.693,5.59,107,4089.0,9.0,17.0,15.1,Continuous blowing snow,Stratus,10/10,4km to 10km
15.716,33.2764,5.796,40,566.0,13.0,15.9,14.0,,,,
13.4,33.144,6.04,55,4163.0,23.0,14.7,11.8,,,,
7.619,34.2574,0.744,320,619.0,28.0,16.0,15.1,,,,
15.176,33.5996,6.523,20,135.0,6.0,18.5,15.9,Fog,Stratus,10/10,1km to 2km
15.9,33.25,5.82,0,3730.0,7.0,15.2,12.5,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,4km to 10km
17.53,33.2176,5.707,30,4074.0,12.0,18.4,16.2,Partly Cloudy,Stratocumulus,5/10,4km to 10km
18.15,33.467,5.53,20,4126.0,7.0,18.0,17.3,Continuous blowing snow,Stratus,10/10,10km to 20km
14.36,33.309,5.93,21,28.0,4.0,18.0,15.2,Clear,,Zero,10km to 20km
13.06,33.261,5.96,101,3738.0,10.0,18.9,17.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
9.148,33.714,3.733,150,3950.0,12.0,17.5,16.0,Partly Cloudy,Stratocumulus,5/10,20km to 50km
14.6,32.886,5.38,5,20.0,2.0,15.9,13.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
7.09,34.037,2.24,319,4089.0,18.0,14.9,13.6,Clear,,Zero,20km to 50km
14.855,33.388,7.199,15,27.0,2.0,15.9,15.0,Partly Cloudy,Altocumulus,4/10,10km to 20km
17.885,33.2219,5.491,10,4217.0,22.0,17.2,16.1,,,,
15.049,33.5496,6.436,10,29.0,3.0,18.3,15.1,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
9.29,34.007,2.05,100,3648.0,16.0,16.2,13.8,Clear,,Zero,20km to 50km
13.82,33.111,6.3,10,4175.0,4.0,13.8,12.8,Continuous blowing snow,Nimbostratus,9/10 or more but not 10/10,2km to 4km
17.56,34.119,5.53,100,3846.0,20.0,17.9,15.7,,,,
10.67,33.366,4.57,100,1321.0,8.0,16.8,15.0,,,,
16.78,32.95,5.8,50,4100.0,15.0,19.0,17.6,,,,
10.01,33.737,2.96,80,109.0,26.0,11.8,11.6,,,,
16.478,33.2053,5.795,87,4102.0,4.0,19.7,17.3,,,,
5.55,34.172,0.63,500,4115.0,6.0,18.0,14.9,Continuous blowing snow,Stratus,10/10,20km to 50km
11.2,33.6301,4.036,2,74.0,15.0,13.4,11.2,Clear,,Zero,20km to 50km
6.69,34.216,0.83,397,1335.0,9.0,20.0,19.5,,,,
11.549,33.3127,4.867,75,650.0,1.0,18.9,16.9,,,,
7.416,34.2572,0.61,400,617.0,10.0,19.5,18.0,,,,
12.19,33.278,5.32,100,4166.0,22.0,16.1,16.1,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
8.38,34.08,2.25,269,4096.0,8.0,19.9,16.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
15.57,33.546,5.76,10,4172.0,15.0,15.2,13.0,,,,
18.07,33.285,5.51,3,3984.0,20.0,17.1,14.5,,,,
18.047,33.7156,6.74,5,23.0,9.0,20.5,19.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
15.7,33.162,5.83,10,3882.0,15.0,15.8,13.7,Partly Cloudy,Stratocumulus,5/10,10km to 20km
7.66,34.017,2.87,276,3996.0,13.0,17.8,17.5,,,,
9.903,33.7882,3.265,100,4025.0,19.0,15.2,13.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
16.67,33.3139,5.681,2,53.0,6.0,17.1,13.9,,,,
8.756,33.8869,2.981,200,3918.0,10.0,15.8,12.2,,,,
14.6,33.379,,19,615.0,6.0,15.1,14.3,Continuous blowing snow,Stratus,10/10,2km to 4km
7.95,34.195,1.18,319,4235.0,17.0,12.9,12.9,Drizzle,Stratus,10/10,10km to 20km
16.11,33.406,5.68,20,4233.0,12.0,15.0,14.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
16.63,33.51,5.54,30,1457.0,7.0,17.4,15.4,Partly Cloudy,Cirrostratus,6/10,10km to 20km
20.92,33.54,5.21,0,4164.0,15.0,20.1,18.0,,,,
11.1,33.487,4.33,30,43.0,13.0,11.8,10.0,,,,
16.12,33.072,6.59,7,54.0,5.0,18.1,14.8,Partly Cloudy,Cumulus,1/10 or less but not zero,4km to 10km
12.75,33.461,5.04,1,67.0,22.0,17.1,15.3,Clear,,Zero,10km to 20km
10.64,33.283,4.2,70,3800.0,25.0,14.0,13.9,Continuous blowing snow,Stratus,10/10,10km to 20km
16.22,33.546,5.74,21,3998.0,18.0,16.2,13.7,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
12.29,33.507,,52,62.0,15.0,18.4,14.1,,,,
9.4,34.182,1.83,200,1180.0,5.0,17.6,15.5,,,,
12.34,33.258,6.07,31,3622.0,5.0,13.6,11.9,,,,
13.63,33.278,5.98,20,3799.0,20.0,12.5,10.7,,,,
6.19,34.292,0.35,500,1684.0,9.0,14.0,12.0,,,,
7.72,34.177,1.11,320,4025.0,17.0,15.9,12.8,Clear,,Zero,20km to 50km
13.421,33.1975,5.766,74,4140.0,18.0,14.0,13.0,Continuous blowing snow,Stratus,10/10,4km to 10km
8.17,34.235,1.36,300,614.0,6.0,18.6,18.1,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
12.75,33.413,5.06,50,3695.0,15.0,20.0,18.8,,,,
12.47,33.367,5.25,50,85.0,2.0,18.3,17.5,Continuous blowing snow,Stratus,10/10,10km to 20km
11.94,33.287,5.41,100,4116.0,23.0,16.5,14.7,,,,
10.946,33.3073,4.588,70,4000.0,10.0,19.0,18.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
6.727,34.2976,0.326,480,704.0,8.0,13.6,9.9,,,,
13.65,33.389,6.23,0,32.0,9.0,17.0,14.4,Clear,,Zero,20km to 50km
13.35,33.267,6.28,30,4224.0,24.0,12.5,10.0,,,,
8.59,34.078,2.11,183,968.0,30.0,14.1,13.2,,,,
17.09,33.35,5.66,30,4118.0,13.0,17.9,15.1,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
14.37,33.32,5.92,20,4211.0,15.0,14.8,11.2,Partly Cloudy,Stratocumulus,6/10,10km to 20km
5.81,34.217,0.57,500,4183.0,6.0,13.8,12.5,,,,
15.55,33.335,5.68,22,1165.0,27.0,15.7,12.6,Clear,,Zero,20km to 50km
14.26,33.21,5.97,10,4120.0,23.0,15.0,13.9,Partly Cloudy,Altocumulus,5/10,10km to 20km
11.6,33.511,4.25,50,636.0,4.0,15.9,13.9,Partly Cloudy,Stratus,5/10,4km to 10km
6.071,34.1914,0.517,440,3866.0,20.0,15.0,14.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
12.33,33.593,,1,144.0,13.0,14.0,10.3,Partly Cloudy,Cumulus,2/10 to 3/10,20km to 50km
9.938,33.8883,2.393,75,96.0,16.0,16.5,16.0,Clear,,Zero,10km to 20km
9.12,34.105,1.92,250,567.0,16.0,14.5,13.1,,,,
9.613,33.92,2.576,150,321.0,1.0,21.0,18.9,,,,
10.19,33.81,3.84,41,82.0,7.0,11.1,10.0,Partly Cloudy,Altocumulus,5/10,4km to 10km
10.2,33.445,4.32,100,4098.0,5.0,19.7,17.6,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
13.4,33.682,5.22,114,4069.0,11.0,18.2,15.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
8.29,34.021,2.43,200,957.0,25.0,15.8,15.3,,,,
12.31,32.972,5.87,84,4150.0,17.0,12.4,11.8,Drizzle,Stratocumulus,10/10,1km to 2km
17.96,33.454,5.57,2,3980.0,11.0,17.0,14.6,,,,
8.37,33.878,3.11,200,4167.0,15.0,16.4,14.0,Partly Cloudy,Cirrus,5/10,10km to 20km
10.23,33.514,3.9,110,4173.0,6.0,14.1,12.7,Partly Cloudy,Stratus,4/10,4km to 10km
12.002,33.3425,4.267,50,359.0,2.0,19.8,19.0,,,,
12.54,33.33,5.85,0,745.0,28.0,12.7,11.4,,,,
14.97,33.261,5.6,30,,4.0,20.0,19.5,Partly Cloudy,Altocumulus,4/10,2km to 4km
9.06,33.686,3.5,118,1875.0,3.0,18.0,16.0,,,,
11.47,33.311,4.64,109,4213.0,12.0,17.3,15.5,,,,
6.485,34.2382,0.491,440,3678.0,8.0,16.5,15.0,,,,
9.0,34.205,1.74,250,402.0,6.0,17.9,16.9,,,,
17.39,33.098,5.7,54,4120.0,13.0,17.1,15.9,,,,
11.73,33.092,5.44,75,3866.0,10.0,15.0,13.0,,,,
10.862,33.5329,4.488,140,3892.0,2.0,14.6,12.4,Partly Cloudy,Stratus,1/10 or less but not zero,4km to 10km
10.05,33.852,3.01,75,945.0,2.0,14.8,14.0,,,,
15.98,33.511,5.68,0,4058.0,15.0,13.5,13.5,,,,
12.99,33.316,5.68,71,,,,,,,,
18.474,33.2684,5.458,0,4561.0,22.0,17.0,16.0,Partly Cloudy,Stratocumulus,6/10,10km to 20km
20.41,33.455,5.9,6,63.0,6.0,20.0,19.3,Continuous blowing snow,Stratus,10/10,1km to 2km
8.44,33.925,3.05,228,3817.0,15.0,14.9,12.2,,,,
6.95,34.132,1.42,376,3621.0,24.0,14.1,14.1,,,,
10.53,33.761,2.71,41,184.0,33.0,15.2,10.3,Clear,,Zero,Less than 50m
12.955,33.2733,6.067,50,4303.0,3.0,13.0,10.6,Partly Cloudy,Stratus,2/10 to 3/10,4km to 10km
10.204,33.8038,4.731,20,510.0,8.0,11.9,10.9,,,,
5.85,34.073,1.24,400,3645.0,22.0,17.2,15.8,Partly Cloudy,Cumulus,4/10,10km to 20km
9.731,33.7291,2.911,125,300.0,13.0,13.3,10.1,Clear,,Zero,10km to 20km
7.36,34.059,1.96,300,4359.0,22.0,13.7,11.2,Partly Cloudy,Stratocumulus,1/10 or less but not zero,10km to 20km
15.7,33.398,5.81,10,105.0,23.0,15.0,12.8,,,,
10.36,33.615,3.87,125,4002.0,7.0,18.6,18.1,,,,
9.64,33.904,2.91,125,1181.0,5.0,16.0,13.0,,,,
15.582,33.2957,5.846,20,3894.0,28.0,16.5,15.6,,,,
16.23,33.545,5.67,10,3818.0,6.0,15.3,13.1,Partly Cloudy,Stratocumulus,5/10,10km to 20km
8.784,33.8517,3.619,200,4129.0,13.0,15.4,14.1,,,,
11.94,33.279,5.74,75,3723.0,13.0,14.7,14.7,,,,
13.93,33.382,6.16,47,3985.0,9.0,16.8,14.5,Partly Cloudy,,1/10 or less but not zero,20km to 50km
17.43,33.31,6.15,0,67.0,4.0,17.1,15.5,Clear,,Zero,10km to 20km
14.85,33.611,5.2,10,81.0,15.0,16.0,14.8,Clear,,Zero,4km to 10km
6.47,34.225,,546,579.0,2.0,16.2,15.1,Continuous blowing snow,Altostratus,10/10,4km to 10km
9.36,33.768,3.7,195,4026.0,21.0,13.1,10.3,Partly Cloudy,Stratocumulus,5/10,10km to 20km
14.214,33.5728,5.237,10,21.0,6.0,18.6,16.3,Clear,Cirrocumulus,Zero,20km to 50km
7.41,34.008,2.78,318,4217.0,5.0,16.1,13.2,,,,
8.37,33.934,3.24,250,4008.0,17.0,15.6,13.5,,,,
11.51,33.339,4.35,27,58.0,4.0,20.8,17.4,Clear,,Zero,20km to 50km
14.602,33.3973,5.659,60,1221.0,22.0,14.9,12.5,Partly Cloudy,Stratus,4/10,2km to 4km
12.7,32.871,6.34,30,3868.0,33.0,13.0,10.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
7.68,34.05,2.31,269,4048.0,13.0,17.9,17.5,Fog,Stratus,10/10,1km to 2km
14.01,33.26,6.04,0,78.0,25.0,14.2,12.8,Partly Cloudy,Cirrus,4/10,4km to 10km
12.68,33.512,5.5,10,76.0,4.0,13.5,11.3,,,,
5.67,34.276,0.37,512,2166.0,12.0,12.0,10.8,,,,
10.97,33.389,4.65,139,3992.0,17.0,19.0,17.3,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
14.27,33.333,6.07,11,79.0,3.0,16.0,13.1,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
7.11,34.231,0.81,438,634.0,15.0,15.2,15.1,,,,
9.446,33.9698,2.421,125,1488.0,12.0,15.4,14.8,,,,
10.2,33.577,4.76,200,4016.0,12.0,18.2,16.9,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
7.68,34.048,2.13,300,4194.0,25.0,14.0,13.0,Partly Cloudy,Stratus,2/10 to 3/10,4km to 10km
15.1,33.558,5.53,100,4158.0,19.0,18.9,17.5,,,,
7.16,34.289,0.53,438,599.0,7.0,20.2,19.5,,,,
13.21,33.407,5.34,30,555.0,2.0,14.0,13.8,,,,
7.553,34.2226,0.891,381,2224.0,14.0,13.3,10.5,Partly Cloudy,Stratocumulus,6/10,4km to 10km
8.476,34.1519,1.388,250,937.0,5.0,18.1,16.3,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
11.36,33.599,3.73,85,125.0,12.0,12.8,9.8,,,,
8.81,33.939,3.0,178,1654.0,10.0,17.5,16.4,,,,
10.52,33.734,3.39,118,750.0,14.0,21.7,19.9,Partly Cloudy,Stratocumulus,5/10,10km to 20km
10.767,33.5203,4.495,140,3942.0,15.0,18.5,16.3,Partly Cloudy,Cirrocumulus,4/10,20km to 50km
12.87,33.378,4.92,49,1649.0,11.0,19.2,16.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
14.491,33.5422,5.725,30,1487.0,8.0,18.0,16.0,Partly Cloudy,Stratus,1/10 or less but not zero,50km or more
10.16,33.961,2.55,150,959.0,14.0,15.9,15.6,,,,
14.19,33.497,5.8,16,36.0,31.0,14.8,11.5,Partly Cloudy,Cirrostratus,2/10 to 3/10,10km to 20km
10.13,33.525,4.17,124,,13.0,17.0,16.0,,,,
9.19,33.302,4.57,140,4230.0,11.0,17.1,13.5,Partly Cloudy,Cumulus,4/10,20km to 50km
8.44,34.183,1.48,250,642.0,7.0,16.0,12.8,,,,
14.33,33.443,5.87,10,55.0,6.0,15.2,14.2,,,,
11.7,33.427,4.84,133,3922.0,8.0,17.6,16.6,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
21.318,33.7732,6.082,0,20.0,6.0,19.2,17.7,,,,
22.99,33.572,6.02,1,29.0,6.0,24.5,23.0,Partly Cloudy,Cumulus,4/10,4km to 10km
15.84,33.666,5.62,110,4352.0,22.0,18.2,16.5,,,,
12.28,33.583,6.33,20,1317.0,20.0,12.2,10.5,,,,
6.16,34.226,0.6,500,3926.0,5.0,17.4,13.5,Partly Cloudy,Stratus,6/10,10km to 20km
12.86,33.494,5.83,20,1643.0,1.0,13.2,11.3,,,,
16.26,33.578,6.92,10,559.0,6.0,18.5,17.5,Continuous blowing snow,Stratus,10/10,4km to 10km
6.37,34.307,0.35,500,695.0,2.0,13.8,12.4,Partly Cloudy,Cirrostratus,9/10 or more but not 10/10,4km to 10km
16.53,33.405,5.99,20,,8.0,21.5,19.0,Continuous blowing snow,Altocumulus,10/10,10km to 20km
12.351,33.098,5.365,100,4451.0,14.0,19.0,18.0,Partly Cloudy,Stratus,4/10,10km to 20km
12.89,33.403,5.87,11,964.0,20.0,14.2,13.9,,,,
13.083,33.6303,5.08,0,25.0,16.0,13.1,11.6,,,,
11.61,33.228,5.27,125,4058.0,17.0,16.9,14.0,Clear,,Zero,20km to 50km
5.32,34.125,0.85,500,4061.0,16.0,16.9,15.2,,,,
6.92,34.296,0.44,437,1583.0,16.0,13.8,11.8,,,,
10.64,34.035,1.72,125,578.0,12.0,16.3,15.0,,,,
8.52,34.043,1.85,150,3257.0,19.0,11.8,10.3,,,,
13.57,33.387,6.17,2,1701.0,2.0,15.2,14.0,,,,
6.85,34.155,1.13,376,4258.0,10.0,16.1,13.7,,,,
10.04,33.652,3.15,75,93.0,7.0,11.5,10.1,,,,
7.56,34.03,2.15,228,4201.0,8.0,16.0,14.5,,,,
16.81,33.111,5.84,26,,12.0,18.2,16.9,Continuous blowing snow,Stratus,10/10,10km to 20km
6.219,34.2202,0.503,400,718.0,7.0,16.8,13.9,Partly Cloudy,Cumulus,9/10 or more but not 10/10,4km to 10km
9.18,33.938,2.73,150,388.0,7.0,18.0,17.2,,,,
5.55,34.174,0.63,500,4506.0,13.0,18.8,18.2,,,,
11.229,33.5014,5.999,10,2954.0,16.0,11.9,10.5,Partly Cloudy,Cirrus,2/10 to 3/10,4km to 10km
6.499,34.2979,0.355,500,860.0,8.0,11.1,8.1,,,,
10.39,33.53,4.46,125,4210.0,10.0,18.8,15.8,Continuous blowing snow,Stratus,10/10,4km to 10km
7.26,34.12,1.24,321,3869.0,16.0,16.0,14.1,Continuous blowing snow,Stratus,10/10,4km to 10km
16.7,33.823,5.53,11,1639.0,10.0,15.6,13.1,,,,
6.92,34.278,0.55,437,624.0,3.0,16.5,14.8,,,,
9.71,33.315,4.55,150,4359.0,7.0,17.0,15.1,,,,
13.9,33.57,5.76,10,23.0,5.0,12.8,9.3,,,,
8.096,33.9729,2.59,230,4266.0,11.0,12.9,12.1,,,,
17.79,33.213,5.59,20,4616.0,21.0,17.7,16.0,,,,
6.76,34.276,0.45,440,643.0,3.0,20.4,17.9,Partly Cloudy,Cirrostratus,6/10,4km to 10km
12.31,33.387,5.24,120,,6.0,15.6,14.6,Partly Cloudy,Stratus,4/10,4km to 10km
7.564,34.0309,2.045,320,4089.0,14.0,18.2,16.8,Partly Cloudy,Stratus,7/10 to 8/10,10km to 20km
6.59,34.113,1.32,400,3661.0,16.0,16.2,15.2,,,,
16.68,33.79,5.61,75,4210.0,26.0,17.0,14.0,Partly Cloudy,Cumulus,6/10,10km to 20km
11.121,33.7259,3.45,50,136.0,30.0,16.2,12.2,Partly Cloudy,Cumulus,4/10,10km to 20km
11.677,33.5785,4.041,85,131.0,6.0,19.0,18.0,,,,
6.72,34.108,1.3,318,570.0,13.0,15.5,14.5,,,,
14.81,32.609,,0,22.0,4.0,14.3,12.8,,,,
11.74,33.263,5.15,85,4028.0,9.0,16.9,13.8,,,,
15.194,33.1778,5.868,30,3669.0,14.0,14.0,13.1,,,,
15.27,33.534,,10,104.0,21.0,16.2,14.9,Partly Cloudy,Stratus,5/10,20km to 50km
15.15,33.063,5.84,30,4266.0,17.0,16.1,14.9,Partly Cloudy,Cirrostratus,5/10,4km to 10km
7.71,34.0384,1.962,250,3580.0,15.0,14.1,14.0,,,,
6.37,34.047,1.61,377,4231.0,0.0,18.2,16.3,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
14.541,33.3092,5.476,20,31.0,5.0,15.1,14.8,,,,
13.9,33.126,6.08,45,1355.0,12.0,15.4,12.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
18.08,33.6429,,10,1264.0,15.0,19.8,17.0,Continuous blowing snow,Stratus,10/10,20km to 50km
16.19,33.251,5.84,50,4210.0,13.0,17.0,14.0,,,,
11.337,33.5916,3.523,30,54.0,11.0,19.0,16.8,Partly Cloudy,Stratus,9/10 or more but not 10/10,2km to 4km
12.24,33.35,5.31,125,,,,,,,,
17.37,33.211,5.62,3,3979.0,12.0,17.0,16.7,,,,
8.27,34.272,0.98,300,546.0,2.0,16.4,12.1,Continuous blowing snow,Cumulus,10/10,10km to 20km
