Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
33.926,2.71,116,557.0,16.0,12.8,11.6,,,,
33.876,2.159,71,90.0,8.0,12.1,12.0,,,,
33.185,5.61,118,3639.0,22.0,14.8,13.6,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
33.658,3.88,30,74.0,19.0,12.1,10.7,,,,
34.185,0.82,400,774.0,13.0,13.5,13.0,Fog,Stratus,10/10,500m to 1km
33.5262,6.302,10,22.0,4.0,16.0,15.3,Drizzle,Stratus,10/10,10km to 20km
33.985,3.07,250,4255.0,5.0,18.3,15.2,,,,
33.1374,5.689,0,4310.0,6.0,15.7,14.2,,,,
34.079,2.2,170,1638.0,8.0,17.0,16.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.566,5.453,20,77.0,13.0,16.2,14.4,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
34.124,1.32,300,4314.0,8.0,14.9,12.3,,,,
33.6508,5.405,113,4069.0,15.0,15.4,12.2,,,,
33.603,3.86,100,1309.0,4.0,15.5,13.6,,,,
33.45,6.39,0,32.0,6.0,20.7,17.0,Clear,,Zero,20km to 50km
34.121,5.31,65,,,,,,,,
33.923,3.53,219,3897.0,18.0,12.7,10.9,,,,
33.3398,5.911,20,860.0,5.0,16.2,14.4,Clear,,Zero,10km to 20km
33.172,6.03,60,3824.0,17.0,14.9,14.2,Continuous blowing snow,Stratocumulus,9/10 or more but not 10/10,4km to 10km
33.0283,5.848,20,4341.0,15.0,14.9,11.3,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.574,4.35,140,3744.0,10.0,17.0,16.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,10km to 20km
34.1776,0.818,380,2203.0,3.0,17.1,16.4,,,,
34.0454,2.056,250,4076.0,12.0,16.0,14.5,Continuous blowing snow,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.405,4.95,50,1666.0,10.0,18.5,15.5,,,,
33.9377,2.656,140,1485.0,22.0,14.7,13.2,Clear,,Zero,10km to 20km
33.567,5.8,20,75.0,14.0,12.8,11.2,,,,
34.19,0.89,250,586.0,1.0,16.0,14.9,,,,
33.4907,5.465,40,3654.0,17.0,16.8,16.0,,,,
33.684,5.69,10,79.0,7.0,14.0,13.4,Fog,,,2km to 4km
34.068,1.612,250,4189.0,3.0,15.0,13.3,,,,
33.5003,3.983,125,1368.0,25.0,20.3,17.7,Clear,,Zero,20km to 50km
33.995,2.71,232,3824.0,11.0,16.1,13.9,Partly Cloudy,Stratus,4/10,20km to 50km
33.917,2.73,119,895.0,7.0,19.2,17.6,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
33.152,5.74,12,64.0,12.0,12.0,10.1,Partly Cloudy,Cumulonimbus,9/10 or more but not 10/10,4km to 10km
33.9911,3.117,200,1355.0,22.0,16.4,14.8,,,,
33.992,2.63,173,670.0,9.0,15.8,14.8,,,,
33.535,5.85,53,613.0,16.0,14.7,13.1,Clear,,Zero,10km to 20km
34.1444,1.536,270,984.0,13.0,19.2,17.0,Partly Cloudy,Stratocumulus,6/10,20km to 50km
33.189,5.04,110,3831.0,23.0,15.7,13.9,,,,
34.266,0.76,387,748.0,0.0,17.5,15.0,,,,
33.683,3.14,70,1706.0,6.0,16.5,15.7,,,,
34.2483,1.016,320,655.0,8.0,22.2,19.9,,,,
33.4,5.99,0,16.0,1.0,19.0,16.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.533,4.02,119,565.0,37.0,12.7,12.1,Rain,Cumulus,10/10,2km to 4km
34.1407,1.453,270,1853.0,9.0,17.9,16.0,,,,
33.4411,5.445,51,640.0,4.0,14.4,13.0,Partly Cloudy,Stratus,6/10,4km to 10km
33.6139,5.633,0,28.0,15.0,15.1,12.9,,,,
33.366,5.45,15,3672.0,12.0,17.1,15.1,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
34.013,2.9,250,3884.0,12.0,18.1,16.1,Partly Cloudy,Cirrocumulus,9/10 or more but not 10/10,10km to 20km
33.4073,5.212,50,4299.0,16.0,17.0,16.4,,,,
33.396,5.27,10,67.0,9.0,14.5,12.1,Partly Cloudy,Altostratus,5/10,10km to 20km
33.251,,10,70.0,11.0,15.9,15.3,Partly Cloudy,Stratus,4/10,4km to 10km
32.961,5.77,2,4161.0,23.0,14.1,10.6,Partly Cloudy,Stratocumulus,4/10,10km to 20km
33.616,4.238,100,4160.0,17.0,18.9,15.9,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
33.562,6.24,20,1640.0,13.0,17.0,15.0,,,,
33.54,5.69,10,4158.0,10.0,16.8,13.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.106,1.84,318,3978.0,20.0,19.0,17.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.074,2.36,228,1579.0,6.0,18.2,15.5,Partly Cloudy,Cirrostratus,5/10,10km to 20km
33.237,5.95,20,1123.0,9.0,15.0,12.1,Partly Cloudy,Stratocumulus,6/10,4km to 10km
34.152,1.99,271,1134.0,13.0,16.3,15.2,,,,
33.9969,2.584,300,4170.0,18.0,16.9,14.7,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.3249,4.505,30,60.0,7.0,19.9,18.4,Partly Cloudy,Stratus,4/10,10km to 20km
34.257,0.67,320,350.0,6.0,16.1,15.1,,,,
34.034,2.08,169,2225.0,5.0,13.5,12.9,,,,
33.234,4.53,60,1656.0,11.0,14.5,13.0,,,,
34.035,2.64,324,3682.0,36.0,16.8,15.7,,,,
33.421,4.28,50,1639.0,8.0,17.2,16.5,,,,
34.11,1.82,234,1176.0,6.0,16.0,15.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.048,2.68,300,4083.0,17.0,16.3,15.5,,,,
33.4221,5.035,60,1695.0,8.0,15.1,12.9,,,,
34.2849,0.541,400,1690.0,11.0,17.0,15.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
34.2417,0.745,320,1590.0,18.0,15.9,14.4,Clear,,Zero,10km to 20km
34.1441,0.759,439,4039.0,3.0,17.5,16.8,Drizzle,Stratocumulus,10/10,2km to 4km
33.4191,5.494,6,60.0,4.0,19.6,17.9,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
33.635,3.67,51,85.0,0.0,18.2,16.2,,,,
34.175,1.64,250,4085.0,25.0,13.2,9.0,,,,
33.402,5.8,50,4155.0,17.0,18.9,15.9,Clear,,Zero,20km to 50km
33.4578,5.705,2,33.0,4.0,15.5,13.2,,,,
33.714,5.6,114,,15.0,18.1,16.5,,,,
33.02,6.53,0,68.0,0.0,16.3,15.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.3316,5.81,0,20.0,18.0,19.9,14.7,,,,
34.0677,1.766,300,4097.0,18.0,15.4,14.7,Clear,,Zero,20km to 50km
33.462,5.84,43,1328.0,22.0,13.5,10.5,Continuous blowing snow,Stratocumulus,5/10,10km to 20km
34.317,0.23,650,3936.0,15.0,18.1,15.4,,,,
33.796,3.2,108,2275.0,11.0,12.5,11.9,,,,
34.2462,0.59,400,882.0,5.0,17.5,15.8,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
34.081,1.49,319,4046.0,9.0,13.9,13.3,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.173,5.78,75,3953.0,18.0,16.6,15.2,,,,
34.1604,1.517,150,197.0,27.0,12.7,9.8,,,,
33.252,4.85,85,1753.0,9.0,14.9,14.2,,,,
33.452,4.147,85,627.0,12.0,18.3,16.7,,,,
33.146,5.97,50,3790.0,20.0,13.5,13.1,Continuous blowing snow,Stratus,10/10,4km to 10km
33.584,3.57,125,3996.0,6.0,17.1,16.1,,,,
34.192,0.6,500,4057.0,10.0,17.2,15.2,Continuous blowing snow,Stratus,10/10,4km to 10km
33.402,5.05,150,4238.0,3.0,18.9,19.0,Partly Cloudy,Stratus,5/10,500m to 1km
32.829,5.73,60,4263.0,15.0,15.5,13.1,,,,
34.272,0.45,512,1517.0,13.0,18.0,17.5,,,,
33.3236,5.742,41,4165.0,19.0,19.0,15.5,,,,
33.419,5.96,10,646.0,10.0,15.7,14.1,Continuous blowing snow,Stratus,10/10,4km to 10km
33.4981,5.916,0,39.0,7.0,12.4,10.7,,,,
33.562,5.8,2,3774.0,23.0,16.9,15.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
32.984,5.66,41,4021.0,13.0,18.0,16.9,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
34.107,1.94,300,4206.0,12.0,16.0,13.0,Partly Cloudy,Altocumulus,5/10,10km to 20km
33.3189,5.945,0,19.0,3.0,15.5,13.9,,,,
33.505,4.34,166,4347.0,16.0,15.9,14.0,,,,
33.3563,4.101,50,71.0,2.0,15.7,13.2,,,,
33.956,3.66,268,4348.0,10.0,15.8,15.0,,,,
34.235,0.4,500,4072.0,20.0,12.0,10.0,,,,
33.5861,3.983,75,4440.0,15.0,14.0,10.9,Partly Cloudy,Stratocumulus,4/10,10km to 20km
34.076,1.9,319,4282.0,10.0,18.9,17.6,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
33.53,5.62,0,646.0,5.0,17.5,15.1,,,,
33.549,5.2,5,76.0,8.0,14.8,13.9,,,,
33.387,6.39,0,70.0,6.0,15.0,11.6,,,,
34.134,0.71,500,4179.0,19.0,17.3,15.2,,,,
33.764,3.38,36,82.0,15.0,16.1,14.9,Partly Cloudy,Cumulus,1/10 or less but not zero,4km to 10km
33.59,4.11,124,4234.0,16.0,13.8,12.3,,,,
33.44,5.45,0,3827.0,4.0,18.9,16.0,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
34.029,2.59,250,4179.0,15.0,16.5,14.6,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.198,0.97,318,3802.0,19.0,16.7,15.7,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
34.157,1.7,198,979.0,8.0,14.0,12.5,,,,
34.1403,1.089,300,3651.0,8.0,15.1,13.5,,,,
34.278,0.5,500,855.0,1.0,17.5,16.0,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
32.942,6.15,14,3984.0,7.0,11.9,11.5,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.9931,3.501,250,4354.0,23.0,17.3,15.8,,,,
33.643,3.45,125,1461.0,2.0,14.0,11.1,Partly Cloudy,Stratocumulus,4/10,20km to 50km
33.54,5.66,100,3835.0,9.0,18.8,18.7,,,,
33.0921,6.025,10,20.0,11.0,15.2,14.0,Partly Cloudy,Altostratus,5/10,4km to 10km
33.287,5.8,13,3822.0,6.0,18.6,17.6,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
33.352,5.94,30,1634.0,6.0,18.1,16.0,,,,
34.084,1.97,267,3821.0,13.0,20.8,18.8,Partly Cloudy,Altostratus,5/10,10km to 20km
33.7872,3.286,200,4297.0,16.0,16.8,15.3,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
33.366,5.98,72,4165.0,5.0,18.5,16.3,Continuous blowing snow,Stratus,10/10,10km to 20km
33.386,4.34,50,1343.0,1.0,15.0,14.0,Fog,Stratus,10/10,200m to 500m
34.141,1.87,250,753.0,21.0,15.1,13.8,,,,
33.782,3.17,75,304.0,1.0,18.0,17.2,Fog,,Zero,2km to 4km
33.726,3.31,125,710.0,4.0,14.3,14.3,,,,
34.129,1.22,376,909.0,11.0,13.5,11.9,,,,
33.14,5.42,85,4178.0,18.0,15.1,13.7,,,,
33.4079,5.665,40,1324.0,8.0,17.9,17.0,,,,
33.6129,3.547,20,38.0,13.0,16.5,12.5,Clear,,Zero,20km to 50km
33.68,3.88,119,1025.0,,,,,,,
33.1981,4.875,124,3867.0,7.0,16.0,13.9,,,,
33.662,5.08,1,66.0,4.0,10.7,10.4,Fog,Stratus,10/10,1km to 2km
33.502,5.47,100,3981.0,6.0,19.7,18.9,,,,
34.077,1.97,200,758.0,8.0,14.9,13.3,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.617,5.41,10,58.0,4.0,14.8,12.8,,,,
34.1181,0.867,400,3603.0,11.0,13.9,11.1,Continuous blowing snow,Stratus,10/10,10km to 20km
33.406,6.78,10,70.0,5.0,14.0,13.0,,,,
33.1564,4.982,125,4220.0,7.0,16.1,15.0,Clear,,Zero,10km to 20km
33.811,3.18,50,84.0,7.0,17.8,14.3,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
34.1642,0.83,400,1481.0,14.0,20.0,17.8,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
33.036,6.15,20,3770.0,18.0,13.5,12.7,Clear,,Zero,10km to 20km
33.5475,5.586,0,18.0,13.0,15.8,14.3,Partly Cloudy,Altocumulus,1/10 or less but not zero,20km to 50km
34.067,2.29,125,639.0,12.0,15.0,13.0,Partly Cloudy,Cirrocumulus,2/10 to 3/10,20km to 50km
33.17,6.01,0,4389.0,4.0,14.2,14.0,,,,
33.349,5.84,34,1931.0,17.0,15.5,13.9,Clear,,Zero,10km to 20km
33.68,3.42,85,1617.0,20.0,18.8,16.9,Fog,Altostratus,1/10 or less but not zero,50km or more
34.0217,2.19,300,4140.0,16.0,15.0,12.9,,,,
33.599,5.82,11,777.0,6.0,17.7,16.9,,,,
33.5629,5.575,40,579.0,26.0,12.0,8.0,,,,
33.822,3.53,200,4121.0,8.0,19.7,18.6,,,,
33.126,5.96,20,3990.0,9.0,14.2,13.0,,,,
33.843,3.02,170,3814.0,20.0,17.2,16.2,Clear,,Zero,10km to 20km
33.572,4.67,30,67.0,5.0,20.5,19.2,Continuous blowing snow,Stratus,10/10,4km to 10km
34.12,0.75,513,4343.0,10.0,15.0,12.9,,,,
34.1849,0.655,441,3801.0,14.0,12.6,9.4,,,,
33.4318,5.944,10,4229.0,9.0,14.9,12.8,Continuous blowing snow,Stratus,10/10,10km to 20km
33.4517,,11,1205.0,8.0,19.0,17.5,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
34.051,1.71,319,4585.0,12.0,15.0,12.1,,,,
33.514,3.99,100,3684.0,6.0,13.9,11.5,,,,
33.491,4.16,69,1642.0,8.0,18.7,16.1,Clear,,Zero,20km to 50km
33.335,5.66,0,1432.0,21.0,16.9,15.1,Partly Cloudy,Altostratus,4/10,20km to 50km
33.17,,0,21.0,3.0,15.0,14.5,,,,
33.095,5.51,10,4121.0,10.0,19.0,17.1,,,,
34.1395,0.677,441,4240.0,9.0,16.2,14.5,,,,
34.1074,1.277,320,4610.0,15.0,17.6,15.7,Continuous blowing snow,Stratus,10/10,2km to 4km
34.342,0.18,576,709.0,6.0,16.1,15.9,,,,
34.077,1.75,228,4536.0,8.0,19.8,18.0,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
34.316,0.29,508,1847.0,10.0,14.1,13.1,,,,
34.1672,0.989,270,945.0,9.0,14.1,13.0,Continuous blowing snow,Stratus,10/10,4km to 10km
34.264,0.84,400,1658.0,10.0,16.5,15.0,,,,
33.367,5.77,95,4012.0,12.0,18.1,17.0,,,,
33.544,4.5,161,,20.0,15.2,13.9,Partly Cloudy,Altostratus,4/10,10km to 20km
33.992,2.389,170,1335.0,5.0,14.1,10.0,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
34.142,1.6,329,1473.0,20.0,16.6,15.3,Partly Cloudy,Stratus,5/10,4km to 10km
33.397,5.54,41,985.0,13.0,15.5,14.9,Drizzle,Stratocumulus,10/10,20km to 50km
33.285,6.57,2,21.0,11.0,16.1,15.0,,,,
33.61,4.2,65,71.0,14.0,15.9,14.8,Rain,Nimbostratus,10/10,4km to 10km
34.314,0.3,513,1594.0,14.0,17.8,16.5,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.786,3.65,250,4167.0,9.0,14.0,12.5,,,,
33.462,6.11,6,36.0,8.0,16.9,15.0,Partly Cloudy,Cirrus,4/10,10km to 20km
34.0502,2.085,250,4069.0,20.0,15.0,13.0,,,,
33.7161,3.524,75,250.0,10.0,16.3,15.0,,,,
33.733,5.59,6,73.0,2.0,11.5,10.0,,,,
33.6524,5.295,111,4097.0,14.0,18.2,15.1,,,,
33.14,5.49,11,3965.0,7.0,17.6,16.0,,,,
33.19,5.41,125,4092.0,14.0,18.8,16.9,Clear,,Zero,10km to 20km
33.3,5.89,21,55.0,8.0,18.2,15.6,Partly Cloudy,Cirrostratus,1/10 or less but not zero,10km to 20km
34.023,2.56,200,934.0,18.0,16.0,13.8,,,,
33.4274,5.504,50,4015.0,18.0,13.9,11.8,Continuous blowing snow,Nimbostratus,10/10,10km to 20km
33.287,5.92,61,4124.0,12.0,13.8,11.7,Partly Cloudy,Cumulus,7/10 to 8/10,4km to 10km
33.252,6.72,7,47.0,6.0,22.4,20.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,4km to 10km
34.1463,0.992,320,3695.0,4.0,16.0,14.4,,,,
33.5772,3.704,141,3784.0,25.0,17.8,15.2,,,,
34.152,0.76,500,4134.0,10.0,16.5,15.5,Partly Cloudy,Altostratus,4/10,4km to 10km
33.421,5.23,30,581.0,7.0,21.0,19.1,Clear,,Zero,2km to 4km
33.0965,5.693,75,4184.0,10.0,17.0,16.2,Fog,,,500m to 1km
34.116,1.85,250,560.0,7.0,16.4,15.8,,,,
34.266,0.4,500,936.0,15.0,11.9,11.5,,,,
34.032,2.25,139,217.0,6.0,13.5,12.2,,,,
33.839,2.98,139,1042.0,8.0,18.7,15.9,,,,
33.745,3.42,194,4214.0,8.0,18.0,17.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.281,5.77,50,80.0,4.0,15.8,14.7,Continuous blowing snow,Stratus,10/10,10km to 20km
33.1443,5.845,75,4238.0,3.0,21.9,19.3,Partly Cloudy,Stratocumulus,2/10 to 3/10,4km to 10km
33.692,3.23,120,3817.0,9.0,18.0,16.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
34.069,2.0,150,863.0,5.0,22.2,20.0,Partly Cloudy,Cirrostratus,4/10,20km to 50km
33.531,5.5,15,4170.0,7.0,18.0,16.3,,,,
33.536,5.95,0,1636.0,15.0,17.6,15.0,Clear,,Zero,20km to 50km
33.451,5.79,29,3652.0,17.0,14.5,13.5,,,,
33.604,5.62,10,1031.0,15.0,17.0,14.9,,,,
33.3084,5.791,1,60.0,6.0,15.5,15.4,,,,
34.075,2.33,300,718.0,24.0,15.3,13.2,,,,
33.589,6.41,10,81.0,8.0,18.9,16.8,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
33.768,5.91,6,48.0,4.0,20.0,18.2,Clear,,Zero,10km to 20km
33.64,4.12,204,3961.0,14.0,17.8,16.9,,,,
33.378,5.19,75,4050.0,17.0,19.7,18.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.2547,0.96,300,670.0,5.0,14.9,14.0,,,,
34.108,1.45,250,1339.0,16.0,13.5,11.0,Partly Cloudy,Altostratus,9/10 or more but not 10/10,10km to 20km
33.59,4.18,140,1591.0,12.0,16.5,14.0,,,,
33.45,5.71,0,4150.0,30.0,15.6,12.7,Partly Cloudy,Stratocumulus,5/10,10km to 20km
34.173,1.05,323,3828.0,17.0,15.1,13.8,,,,
33.5321,,9,1662.0,8.0,17.8,,,,,
34.054,2.22,300,4163.0,13.0,18.1,15.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
33.181,,21,36.0,2.0,18.1,14.4,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
33.24,5.45,63,4018.0,18.0,15.1,11.9,Clear,,Zero,10km to 20km
32.884,6.09,20,4325.0,19.0,14.5,13.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.733,3.66,70,103.0,2.0,14.9,13.7,,,,
32.874,5.98,10,139.0,12.0,16.6,14.8,Clear,,Zero,
33.355,4.08,54,4131.0,7.0,16.8,15.0,Partly Cloudy,Cirrocumulus,5/10,20km to 50km
34.2897,0.579,400,28.0,12.0,17.0,13.0,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
33.908,5.77,3,2664.0,28.0,11.2,10.0,,,,
33.509,5.7,49,1195.0,5.0,15.5,15.0,Partly Cloudy,Stratus,5/10,10km to 20km
33.442,5.95,1,863.0,4.0,17.3,15.9,,,,
33.36,5.68,54,707.0,14.0,20.5,19.2,,,,
34.224,0.96,378,824.0,10.0,15.5,15.0,Partly Cloudy,Cirrostratus,6/10,20km to 50km
33.74,3.78,230,3979.0,26.0,15.0,12.0,Partly Cloudy,Stratocumulus,6/10,10km to 20km
33.545,4.86,20,69.0,1.0,14.1,11.9,,,,
33.31,4.53,125,,18.0,16.3,12.1,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.16,5.79,25,4186.0,20.0,16.8,15.1,Continuous blowing snow,Stratus,10/10,2km to 4km
33.374,5.51,20,4049.0,14.0,18.4,17.3,Partly Cloudy,Stratocumulus,5/10,10km to 20km
33.378,4.34,50,65.0,7.0,17.6,15.5,,,,
33.9791,2.534,140,320.0,4.0,18.2,16.1,,,,
33.533,5.64,20,73.0,27.0,14.1,12.6,Partly Cloudy,Cirrostratus,1/10 or less but not zero,10km to 20km
33.6964,3.152,140,3771.0,18.0,14.9,13.9,Continuous blowing snow,Stratus,10/10,10km to 20km
33.737,4.22,228,4090.0,12.0,20.3,18.0,Partly Cloudy,Cirrocumulus,2/10 to 3/10,10km to 20km
33.255,5.58,100,4161.0,17.0,16.2,13.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
33.489,4.75,20,33.0,19.0,15.1,14.0,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
34.123,1.55,300,3786.0,11.0,10.1,9.9,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
33.286,5.83,6,68.0,2.0,14.8,13.5,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
33.3165,5.549,50,1756.0,11.0,16.5,14.9,,,,
33.2269,5.517,25,4135.0,18.0,16.9,15.9,,,,
34.168,1.55,270,1317.0,16.0,13.7,12.0,,,,
33.8946,3.959,41,67.0,20.0,12.2,11.1,,,,
33.566,3.77,75,640.0,10.0,15.8,14.2,Continuous blowing snow,Cirrus,10/10,10km to 20km
33.222,5.63,107,4210.0,10.0,16.0,14.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.255,0.51,500,4227.0,11.0,17.9,16.2,Partly Cloudy,Altostratus,4/10,10km to 20km
34.317,0.88,230,850.0,6.0,13.2,11.0,Clear,,Zero,Less than 50m
33.918,2.404,125,2177.0,23.0,14.1,12.9,Clear,,Zero,20km to 50km
33.428,5.88,31,4099.0,23.0,12.2,8.9,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.4107,5.614,112,4017.0,19.0,15.0,12.1,,,,
33.403,4.56,49,243.0,20.0,12.8,12.2,,,,
33.099,,1,66.0,5.0,17.1,15.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
34.2808,0.248,517,3843.0,25.0,12.0,9.3,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.4664,6.032,2,3820.0,20.0,12.4,12.1,Continuous blowing snow,Stratocumulus,10/10,2km to 4km
33.397,5.83,5,35.0,9.0,16.2,14.9,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
34.168,0.82,437,4198.0,12.0,17.9,16.5,,,,
33.46,4.47,70,254.0,15.0,13.0,12.5,,,,
33.5508,4.885,125,3883.0,16.0,21.5,18.0,,,,
33.535,4.41,70,852.0,3.0,18.0,16.5,Continuous blowing snow,Stratocumulus,10/10,
33.4791,5.327,30,1652.0,29.0,17.4,13.9,,,,
34.425,,900,4291.0,11.0,19.0,18.0,Partly Cloudy,Altostratus,7/10 to 8/10,20km to 50km
33.998,5.54,17,4118.0,8.0,15.2,12.7,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
34.178,0.59,503,3862.0,18.0,16.0,14.8,,,,
33.4615,5.594,10,1390.0,8.0,17.5,16.5,,,,
33.653,4.16,200,3928.0,11.0,17.0,15.9,,,,
34.312,0.93,300,869.0,11.0,18.9,17.1,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
33.479,5.86,21,633.0,7.0,14.9,13.5,,,,
34.251,0.57,453,1176.0,17.0,14.8,13.1,,,,
34.219,0.58,500,3795.0,18.0,18.3,16.2,,,,
34.165,1.03,400,1494.0,22.0,13.2,11.6,,,,
34.213,0.55,500,4026.0,7.0,14.4,11.0,,,,
33.675,3.2,85,1340.0,16.0,17.8,16.8,Continuous blowing snow,Stratus,10/10,4km to 10km
34.3028,0.308,500,1152.0,18.0,13.3,13.0,,,,
33.057,6.01,80,4608.0,18.0,15.3,13.7,Clear,,Zero,20km to 50km
33.3332,5.854,50,943.0,16.0,12.3,11.3,,,,
34.256,0.59,381,1664.0,3.0,17.3,15.4,Continuous blowing snow,Stratus,10/10,4km to 10km
33.366,6.01,75,,,,,,,,
32.994,5.7,30,122.0,2.0,14.9,13.1,Clear,,Zero,10km to 20km
33.733,3.29,123,557.0,4.0,15.0,13.6,,,,
33.398,6.19,10,745.0,19.0,13.1,11.8,,,,
33.587,4.88,40,571.0,2.0,19.3,16.7,Partly Cloudy,Cirrostratus,7/10 to 8/10,10km to 20km
33.343,5.73,41,4195.0,15.0,15.5,13.0,Partly Cloudy,Stratocumulus,6/10,4km to 10km
33.461,4.55,75,855.0,9.0,19.4,18.1,,,,
33.429,5.04,50,1317.0,13.0,15.7,13.3,Continuous blowing snow,Stratocumulus,7/10 to 8/10,10km to 20km
33.402,5.87,1,63.0,2.0,17.8,15.1,,,,
33.252,5.87,89,4244.0,36.0,19.0,16.6,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.833,2.906,141,4207.0,9.0,14.0,12.5,Clear,,Zero,20km to 50km
34.202,0.66,500,2237.0,21.0,17.8,16.0,Partly Cloudy,Cirrocumulus,5/10,10km to 20km
34.212,0.75,400,976.0,13.0,16.2,15.0,,,,
32.751,5.83,30,4269.0,10.0,16.6,16.1,,,,
33.6783,5.411,10,1210.0,5.0,15.8,14.1,,,,
33.552,5.45,119,4171.0,8.0,19.3,18.5,,,,
33.494,5.67,2,897.0,6.0,17.9,16.9,,,,
34.254,1.37,229,631.0,6.0,14.1,12.4,,,,
33.291,4.84,85,1578.0,15.0,16.3,11.8,Partly Cloudy,Stratocumulus,5/10,20km to 50km
34.168,0.87,400,2207.0,11.0,13.0,12.0,,,,
33.248,6.07,10,940.0,11.0,15.6,14.8,,,,
33.734,5.92,10,68.0,6.0,21.0,19.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.059,4.69,164,4485.0,11.0,17.9,16.1,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.081,1.45,378,4493.0,12.0,16.0,14.6,,,,
33.401,4.09,59,627.0,7.0,15.9,13.2,Clear,,Zero,10km to 20km
33.438,4.54,86,4233.0,17.0,13.2,10.0,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
33.517,4.21,100,3999.0,11.0,15.9,15.0,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
34.0983,1.22,320,4235.0,25.0,15.0,13.9,Partly Cloudy,Stratus,7/10 to 8/10,10km to 20km
33.525,4.14,41,75.0,9.0,21.5,19.5,Continuous blowing snow,Altocumulus,10/10,10km to 20km
34.201,,511,4201.0,12.0,16.0,12.0,Partly Cloudy,Cumulus,2/10 to 3/10,20km to 50km
